rate_date,currency,rate_to_gbp
2023-10-25,USD,1.267624
2023-10-25,EUR,1.17104
2023-10-25,SGD,1.681787
2023-10-25,AED,4.635666
2023-10-25,CAD,1.729605
2023-10-26,GBP,1.001869
2023-10-26,USD,1.254423
2023-10-26,EUR,1.168857
2023-10-26,SGD,1.701195
2023-10-26,AED,4.607478
2023-10-26,CAD,1.728502
2023-10-27,GBP,1.009807
2023-10-27,USD,1.25924
2023-10-27,EUR,1.173643
2023-10-27,SGD,1.698013
2023-10-27,AED,4.698319
2023-10-27,CAD,1.727511
2023-10-28,GBP,1.003083
2023-10-28,USD,1.274164
2023-10-28,EUR,1.185027
2023-10-28,SGD,1.694381
2023-10-28,AED,4.645554
2023-10-28,CAD,1.743729
2023-10-29,GBP,1.001761
2023-10-29,USD,1.263329
2023-10-29,EUR,1.170122
2023-10-29,SGD,1.700301
2023-10-29,AED,4.68898
2023-10-29,CAD,1.744327
2023-10-30,GBP,0.999352
2023-10-30,USD,1.272466
2023-10-30,EUR,1.170342
2023-10-30,SGD,1.70571
2023-10-30,AED,4.67473
2023-10-30,CAD,1.733478
2023-10-31,GBP,0.996145
2023-10-31,USD,1.258743
2023-10-31,EUR,1.16531
2023-10-31,SGD,1.706879
2023-10-31,AED,4.645264
2023-10-31,CAD,1.738081
2023-11-01,GBP,0.997004
2023-11-01,USD,1.260929
2023-11-01,EUR,1.177421
2023-11-01,SGD,1.693423
2023-11-01,AED,4.677839
2023-11-01,CAD,1.718191
2023-11-02,GBP,1.000184
2023-11-02,USD,1.267159
2023-11-02,EUR,1.176864
2023-11-02,SGD,1.710422
2023-11-02,AED,4.686823
2023-11-02,CAD,1.741086
2023-11-03,GBP,1.00742
2023-11-03,USD,1.262972
2023-11-03,EUR,1.169243
2023-11-03,SGD,1.691131
2023-11-03,AED,4.65294
2023-11-03,CAD,1.732063
2023-11-04,GBP,0.99181
2023-11-04,USD,1.270765
2023-11-04,EUR,1.166454
2023-11-04,SGD,1.69689
2023-11-04,AED,4.629084
2023-11-04,CAD,1.720683
2023-11-05,GBP,0.996899
2023-11-05,USD,1.27424
2023-11-05,EUR,1.173568
2023-11-05,SGD,1.689541
2023-11-05,AED,4.660547
2023-11-05,CAD,1.710813
2023-11-06,GBP,0.998337
2023-11-06,USD,1.267257
2023-11-06,EUR,1.171531
2023-11-06,SGD,1.705416
2023-11-06,AED,4.6405
2023-11-06,CAD,1.733111
2023-11-07,GBP,0.997014
2023-11-07,USD,1.264491
2023-11-07,EUR,1.168739
2023-11-07,SGD,1.708205
2023-11-07,AED,4.662686
2023-11-07,CAD,1.727924
2023-11-08,GBP,1.005056
2023-11-08,USD,1.268287
2023-11-08,EUR,1.174579
2023-11-08,SGD,1.71102
2023-11-08,AED,4.673156
2023-11-08,CAD,1.72165
2023-11-09,GBP,1.006608
2023-11-09,USD,1.274797
2023-11-09,EUR,1.179366
2023-11-09,SGD,1.710073
2023-11-09,AED,4.661207
2023-11-09,CAD,1.728719
2023-11-10,GBP,0.997253
2023-11-10,USD,1.277535
2023-11-10,EUR,1.165195
2023-11-10,SGD,1.706235
2023-11-10,AED,4.601124
2023-11-10,CAD,1.731908
2023-11-11,GBP,0.992997
2023-11-11,USD,1.276317
2023-11-11,EUR,1.168522
2023-11-11,SGD,1.706216
2023-11-11,AED,4.638906
2023-11-11,CAD,1.721216
2023-11-12,GBP,1.001769
2023-11-12,USD,1.263427
2023-11-12,EUR,1.165379
2023-11-12,SGD,1.706901
2023-11-12,AED,4.645312
2023-11-12,CAD,1.739212
2023-11-13,GBP,0.994204
2023-11-13,USD,1.278364
2023-11-13,EUR,1.177153
2023-11-13,SGD,1.698736
2023-11-13,AED,4.634029
2023-11-13,CAD,1.738666
2023-11-14,GBP,1.002656
2023-11-14,USD,1.274667
2023-11-14,EUR,1.177155
2023-11-14,SGD,1.695437
2023-11-14,AED,4.673788
2023-11-14,CAD,1.744986
2023-11-15,GBP,0.999228
2023-11-15,USD,1.263073
2023-11-15,EUR,1.174539
2023-11-15,SGD,1.702076
2023-11-15,AED,4.679518
2023-11-15,CAD,1.736939
2023-11-16,GBP,0.992961
2023-11-16,USD,1.279873
2023-11-16,EUR,1.168264
2023-11-16,SGD,1.694029
2023-11-16,AED,4.649801
2023-11-16,CAD,1.736182
2023-11-17,GBP,1.002634
2023-11-17,USD,1.262795
2023-11-17,EUR,1.17238
2023-11-17,SGD,1.707199
2023-11-17,AED,4.680519
2023-11-17,CAD,1.730842
2023-11-18,GBP,0.995581
2023-11-18,USD,1.263554
2023-11-18,EUR,1.169003
2023-11-18,SGD,1.701814
2023-11-18,AED,4.658748
2023-11-18,CAD,1.723476
2023-11-19,GBP,1.001925
2023-11-19,USD,1.271426
2023-11-19,EUR,1.168796
2023-11-19,SGD,1.688094
2023-11-19,AED,4.643049
2023-11-19,CAD,1.732908
2023-11-20,GBP,1.007523
2023-11-20,USD,1.268293
2023-11-20,EUR,1.170405
2023-11-20,SGD,1.715874
2023-11-20,AED,4.67925
2023-11-20,CAD,1.717902
2023-11-21,GBP,0.994523
2023-11-21,USD,1.268963
2023-11-21,EUR,1.17501
2023-11-21,SGD,1.703798
2023-11-21,AED,4.698632
2023-11-21,CAD,1.748915
2023-11-22,GBP,0.993302
2023-11-22,USD,1.26
2023-11-22,EUR,1.157917
2023-11-22,SGD,1.716094
2023-11-22,AED,4.706967
2023-11-22,CAD,1.73941
2023-11-23,GBP,0.999976
2023-11-23,USD,1.263346
2023-11-23,EUR,1.184195
2023-11-23,SGD,1.70292
2023-11-23,AED,4.65854
2023-11-23,CAD,1.742572
2023-11-24,GBP,1.007059
2023-11-24,USD,1.261886
2023-11-24,EUR,1.16734
2023-11-24,SGD,1.701718
2023-11-24,AED,4.666496
2023-11-24,CAD,1.73628
2023-11-25,GBP,0.998029
2023-11-25,USD,1.277206
2023-11-25,EUR,1.172664
2023-11-25,SGD,1.694961
2023-11-25,AED,4.666831
2023-11-25,CAD,1.722017
2023-11-26,GBP,0.991666
2023-11-26,USD,1.271819
2023-11-26,EUR,1.161054
2023-11-26,SGD,1.705437
2023-11-26,AED,4.663319
2023-11-26,CAD,1.723145
2023-11-27,GBP,0.996773
2023-11-27,USD,1.262382
2023-11-27,EUR,1.177431
2023-11-27,SGD,1.693124
2023-11-27,AED,4.656616
2023-11-27,CAD,1.738756
2023-11-28,GBP,1.005136
2023-11-28,USD,1.270771
2023-11-28,EUR,1.173162
2023-11-28,SGD,1.704878
2023-11-28,AED,4.608331
2023-11-28,CAD,1.716232
2023-11-29,GBP,0.998531
2023-11-29,USD,1.274086
2023-11-29,EUR,1.175149
2023-11-29,SGD,1.700853
2023-11-29,AED,4.67768
2023-11-29,CAD,1.732778
2023-11-30,GBP,0.997787
2023-11-30,USD,1.258442
2023-11-30,EUR,1.162932
2023-11-30,SGD,1.69367
2023-11-30,AED,4.649016
2023-11-30,CAD,1.737557
2023-12-01,GBP,1.000719
2023-12-01,USD,1.269569
2023-12-01,EUR,1.167092
2023-12-01,SGD,1.706603
2023-12-01,AED,4.635626
2023-12-01,CAD,1.733297
2023-12-02,GBP,0.99984
2023-12-02,USD,1.265637
2023-12-02,EUR,1.167179
2023-12-02,SGD,1.687971
2023-12-02,AED,4.659787
2023-12-02,CAD,1.732214
2023-12-03,GBP,1.007853
2023-12-03,USD,1.25668
2023-12-03,EUR,1.164907
2023-12-03,SGD,1.691981
2023-12-03,AED,4.651042
2023-12-03,CAD,1.734874
2023-12-04,GBP,1.004778
2023-12-04,USD,1.269421
2023-12-04,EUR,1.168677
2023-12-04,SGD,1.707145
2023-12-04,AED,4.657393
2023-12-04,CAD,1.728115
2023-12-05,GBP,0.997863
2023-12-05,USD,1.26729
2023-12-05,EUR,1.166294
2023-12-05,SGD,1.707254
2023-12-05,AED,4.66507
2023-12-05,CAD,1.729951
2023-12-06,GBP,1.006286
2023-12-06,USD,1.268651
2023-12-06,EUR,1.165728
2023-12-06,SGD,1.700361
2023-12-06,AED,4.670895
2023-12-06,CAD,1.727815
2023-12-07,GBP,0.992389
2023-12-07,USD,1.262294
2023-12-07,EUR,1.173367
2023-12-07,SGD,1.703414
2023-12-07,AED,4.690266
2023-12-07,CAD,1.729444
2023-12-08,GBP,1.001276
2023-12-08,USD,1.273369
2023-12-08,EUR,1.171639
2023-12-08,SGD,1.686364
2023-12-08,AED,4.640584
2023-12-08,CAD,1.73516
2023-12-09,GBP,1.000042
2023-12-09,USD,1.263391
2023-12-09,EUR,1.165834
2023-12-09,SGD,1.695646
2023-12-09,AED,4.652814
2023-12-09,CAD,1.733097
2023-12-10,GBP,1.009512
2023-12-10,USD,1.259317
2023-12-10,EUR,1.170377
2023-12-10,SGD,1.692587
2023-12-10,AED,4.63733
2023-12-10,CAD,1.728084
2023-12-11,GBP,1.003698
2023-12-11,USD,1.264254
2023-12-11,EUR,1.159337
2023-12-11,SGD,1.703574
2023-12-11,AED,4.60976
2023-12-11,CAD,1.736131
2023-12-12,GBP,1.001812
2023-12-12,USD,1.274706
2023-12-12,EUR,1.164836
2023-12-12,SGD,1.698438
2023-12-12,AED,4.646037
2023-12-12,CAD,1.731192
2023-12-13,GBP,1.004106
2023-12-13,USD,1.266565
2023-12-13,EUR,1.160949
2023-12-13,SGD,1.681137
2023-12-13,AED,4.631983
2023-12-13,CAD,1.736574
2023-12-14,GBP,0.997996
2023-12-14,USD,1.267644
2023-12-14,EUR,1.154241
2023-12-14,SGD,1.678519
2023-12-14,AED,4.629343
2023-12-14,CAD,1.721778
2023-12-15,GBP,1.004176
2023-12-15,USD,1.268109
2023-12-15,EUR,1.170003
2023-12-15,SGD,1.711033
2023-12-15,AED,4.649982
2023-12-15,CAD,1.730663
2023-12-16,GBP,0.994347
2023-12-16,USD,1.277617
2023-12-16,EUR,1.176341
2023-12-16,SGD,1.691723
2023-12-16,AED,4.61597
2023-12-16,CAD,1.724454
2023-12-17,GBP,1.001748
2023-12-17,USD,1.266956
2023-12-17,EUR,1.16189
2023-12-17,SGD,1.712697
2023-12-17,AED,4.684819
2023-12-17,CAD,1.748143
2023-12-18,GBP,1.003886
2023-12-18,USD,1.267342
2023-12-18,EUR,1.16669
2023-12-18,SGD,1.717372
2023-12-18,AED,4.666915
2023-12-18,CAD,1.739271
2023-12-19,GBP,1.000212
2023-12-19,USD,1.27863
2023-12-19,EUR,1.180421
2023-12-19,SGD,1.69902
2023-12-19,AED,4.687043
2023-12-19,CAD,1.728268
2023-12-20,GBP,1.005212
2023-12-20,USD,1.275558
2023-12-20,EUR,1.163572
2023-12-20,SGD,1.716674
2023-12-20,AED,4.674007
2023-12-20,CAD,1.738111
2023-12-21,GBP,1.000571
2023-12-21,USD,1.269826
2023-12-21,EUR,1.178613
2023-12-21,SGD,1.702577
2023-12-21,AED,4.711432
2023-12-21,CAD,1.7089
2023-12-22,GBP,1.001237
2023-12-22,USD,1.268152
2023-12-22,EUR,1.166062
2023-12-22,SGD,1.703283
2023-12-22,AED,4.65749
2023-12-22,CAD,1.725707
2023-12-23,GBP,1.0012
2023-12-23,USD,1.260963
2023-12-23,EUR,1.168748
2023-12-23,SGD,1.699603
2023-12-23,AED,4.622778
2023-12-23,CAD,1.731674
2023-12-24,GBP,0.998656
2023-12-24,USD,1.27617
2023-12-24,EUR,1.174394
2023-12-24,SGD,1.68693
2023-12-24,AED,4.635815
2023-12-24,CAD,1.740396
2023-12-25,GBP,0.992778
2023-12-25,USD,1.269333
2023-12-25,EUR,1.167287
2023-12-25,SGD,1.701898
2023-12-25,AED,4.671055
2023-12-25,CAD,1.735359
2023-12-26,GBP,1.00381
2023-12-26,USD,1.260537
2023-12-26,EUR,1.172717
2023-12-26,SGD,1.703341
2023-12-26,AED,4.641868
2023-12-26,CAD,1.734102
2023-12-27,GBP,1.00761
2023-12-27,USD,1.264117
2023-12-27,EUR,1.170656
2023-12-27,SGD,1.703722
2023-12-27,AED,4.654264
2023-12-27,CAD,1.727358
2023-12-28,GBP,1.004688
2023-12-28,USD,1.265629
2023-12-28,EUR,1.17015
2023-12-28,SGD,1.706593
2023-12-28,AED,4.652905
2023-12-28,CAD,1.739005
2023-12-29,GBP,1.001804
2023-12-29,USD,1.260423
2023-12-29,EUR,1.162852
2023-12-29,SGD,1.695253
2023-12-29,AED,4.660937
2023-12-29,CAD,1.725116
2023-12-30,GBP,0.999155
2023-12-30,USD,1.274358
2023-12-30,EUR,1.166177
2023-12-30,SGD,1.705852
2023-12-30,AED,4.645638
2023-12-30,CAD,1.750126
2023-12-31,GBP,1.003862
2023-12-31,USD,1.277549
2023-12-31,EUR,1.163777
2023-12-31,SGD,1.701415
2023-12-31,AED,4.649301
2023-12-31,CAD,1.74371
2024-01-01,GBP,0.999048
2024-01-01,USD,1.266636
2024-01-01,EUR,1.168486
2024-01-01,SGD,1.708076
2024-01-01,AED,4.656374
2024-01-01,CAD,1.728439
2024-01-02,GBP,1.001013
2024-01-02,USD,1.275239
2024-01-02,EUR,1.166086
2024-01-02,SGD,1.696674
2024-01-02,AED,4.653049
2024-01-02,CAD,1.715925
2024-01-03,GBP,1.005101
2024-01-03,USD,1.269842
2024-01-03,EUR,1.16737
2024-01-03,SGD,1.69648
2024-01-03,AED,4.652431
2024-01-03,CAD,1.734179
2024-01-04,GBP,1.00261
2024-01-04,USD,1.265591
2024-01-04,EUR,1.161749
2024-01-04,SGD,1.712085
2024-01-04,AED,4.645878
2024-01-04,CAD,1.730487
2024-01-05,GBP,0.996934
2024-01-05,USD,1.269377
2024-01-05,EUR,1.170791
2024-01-05,SGD,1.699133
2024-01-05,AED,4.680158
2024-01-05,CAD,1.727409
2024-01-06,GBP,0.998703
2024-01-06,USD,1.274215
2024-01-06,EUR,1.168204
2024-01-06,SGD,1.714515
2024-01-06,AED,4.668247
2024-01-06,CAD,1.717846
2024-01-07,GBP,0.99656
2024-01-07,USD,1.275523
2024-01-07,EUR,1.180863
2024-01-07,SGD,1.690356
2024-01-07,AED,4.684133
2024-01-07,CAD,1.715878
2024-01-08,GBP,1.001258
2024-01-08,USD,1.262428
2024-01-08,EUR,1.170533
2024-01-08,SGD,1.705666
2024-01-08,AED,4.647945
2024-01-08,CAD,1.722514
2024-01-09,GBP,1.003636
2024-01-09,USD,1.273304
2024-01-09,EUR,1.176774
2024-01-09,SGD,1.704422
2024-01-09,AED,4.622597
2024-01-09,CAD,1.726919
2024-01-10,GBP,1.009241
2024-01-10,USD,1.257907
2024-01-10,EUR,1.177103
2024-01-10,SGD,1.703787
2024-01-10,AED,4.660228
2024-01-10,CAD,1.736653
2024-01-11,GBP,0.999493
2024-01-11,USD,1.260307
2024-01-11,EUR,1.16744
2024-01-11,SGD,1.694824
2024-01-11,AED,4.65048
2024-01-11,CAD,1.721133
2024-01-12,GBP,1.006636
2024-01-12,USD,1.272177
2024-01-12,EUR,1.167575
2024-01-12,SGD,1.698806
2024-01-12,AED,4.676162
2024-01-12,CAD,1.745158
2024-01-13,GBP,1.009951
2024-01-13,USD,1.275344
2024-01-13,EUR,1.167948
2024-01-13,SGD,1.699574
2024-01-13,AED,4.664342
2024-01-13,CAD,1.741369
2024-01-14,GBP,0.995126
2024-01-14,USD,1.266533
2024-01-14,EUR,1.160072
2024-01-14,SGD,1.696591
2024-01-14,AED,4.646151
2024-01-14,CAD,1.741133
2024-01-15,GBP,1.000822
2024-01-15,USD,1.272982
2024-01-15,EUR,1.173359
2024-01-15,SGD,1.70282
2024-01-15,AED,4.644359
2024-01-15,CAD,1.728417
2024-01-16,GBP,0.993531
2024-01-16,USD,1.270661
2024-01-16,EUR,1.159874
2024-01-16,SGD,1.691704
2024-01-16,AED,4.697155
2024-01-16,CAD,1.741635
2024-01-17,GBP,1.000564
2024-01-17,USD,1.265882
2024-01-17,EUR,1.172772
2024-01-17,SGD,1.688978
2024-01-17,AED,4.659294
2024-01-17,CAD,1.730074
2024-01-18,GBP,1.000194
2024-01-18,USD,1.261391
2024-01-18,EUR,1.166358
2024-01-18,SGD,1.700246
2024-01-18,AED,4.632031
2024-01-18,CAD,1.729524
2024-01-19,GBP,1.004025
2024-01-19,USD,1.26839
2024-01-19,EUR,1.172975
2024-01-19,SGD,1.695236
2024-01-19,AED,4.655268
2024-01-19,CAD,1.740964
2024-01-20,GBP,0.998055
2024-01-20,USD,1.276377
2024-01-20,EUR,1.183976
2024-01-20,SGD,1.697075
2024-01-20,AED,4.63963
2024-01-20,CAD,1.730591
2024-01-21,GBP,1.005565
2024-01-21,USD,1.268851
2024-01-21,EUR,1.171118
2024-01-21,SGD,1.702675
2024-01-21,AED,4.641923
2024-01-21,CAD,1.733055
2024-01-22,GBP,1.004826
2024-01-22,USD,1.266892
2024-01-22,EUR,1.165288
2024-01-22,SGD,1.691945
2024-01-22,AED,4.676619
2024-01-22,CAD,1.7437
2024-01-23,GBP,1.000279
2024-01-23,USD,1.265617
2024-01-23,EUR,1.164862
2024-01-23,SGD,1.699917
2024-01-23,AED,4.649338
2024-01-23,CAD,1.729235
2024-01-24,GBP,0.997879
2024-01-24,USD,1.278281
2024-01-24,EUR,1.166941
2024-01-24,SGD,1.697874
2024-01-24,AED,4.682047
2024-01-24,CAD,1.742272
2024-01-25,GBP,1.002182
2024-01-25,USD,1.257893
2024-01-25,EUR,1.167366
2024-01-25,SGD,1.696829
2024-01-25,AED,4.723252
2024-01-25,CAD,1.72345
2024-01-26,GBP,0.994975
2024-01-26,USD,1.260799
2024-01-26,EUR,1.170861
2024-01-26,SGD,1.693383
2024-01-26,AED,4.684023
2024-01-26,CAD,1.725996
2024-01-27,GBP,1.002633
2024-01-27,USD,1.265757
2024-01-27,EUR,1.173231
2024-01-27,SGD,1.706052
2024-01-27,AED,4.636589
2024-01-27,CAD,1.741361
2024-01-28,GBP,0.994998
2024-01-28,USD,1.272077
2024-01-28,EUR,1.165232
2024-01-28,SGD,1.705477
2024-01-28,AED,4.661819
2024-01-28,CAD,1.721225
2024-01-29,GBP,1.004581
2024-01-29,USD,1.26884
2024-01-29,EUR,1.175417
2024-01-29,SGD,1.678297
2024-01-29,AED,4.660494
2024-01-29,CAD,1.728294
2024-01-30,GBP,0.999032
2024-01-30,USD,1.265834
2024-01-30,EUR,1.168984
2024-01-30,SGD,1.693051
2024-01-30,AED,4.645619
2024-01-30,CAD,1.735442
2024-01-31,GBP,1.001129
2024-01-31,USD,1.264548
2024-01-31,EUR,1.166372
2024-01-31,SGD,1.697914
2024-01-31,AED,4.666013
2024-01-31,CAD,1.739981
2024-02-01,GBP,1.001473
2024-02-01,USD,1.267631
2024-02-01,EUR,1.170224
2024-02-01,SGD,1.707536
2024-02-01,AED,4.62306
2024-02-01,CAD,1.73176
2024-02-02,GBP,0.986924
2024-02-02,USD,1.273182
2024-02-02,EUR,1.17823
2024-02-02,SGD,1.703556
2024-02-02,AED,4.640572
2024-02-02,CAD,1.712494
2024-02-03,GBP,0.995959
2024-02-03,USD,1.270419
2024-02-03,EUR,1.165556
2024-02-03,SGD,1.694879
2024-02-03,AED,4.686753
2024-02-03,CAD,1.737354
2024-02-04,GBP,0.999218
2024-02-04,USD,1.276017
2024-02-04,EUR,1.172517
2024-02-04,SGD,1.698096
2024-02-04,AED,4.685781
2024-02-04,CAD,1.740758
2024-02-05,GBP,0.9961
2024-02-05,USD,1.27979
2024-02-05,EUR,1.167124
2024-02-05,SGD,1.702515
2024-02-05,AED,4.671499
2024-02-05,CAD,1.735908
2024-02-06,GBP,1.000663
2024-02-06,USD,1.272592
2024-02-06,EUR,1.170229
2024-02-06,SGD,1.71108
2024-02-06,AED,4.661454
2024-02-06,CAD,1.723298
2024-02-07,GBP,0.995928
2024-02-07,USD,1.268979
2024-02-07,EUR,1.179966
2024-02-07,SGD,1.702001
2024-02-07,AED,4.697231
2024-02-07,CAD,1.736294
2024-02-08,GBP,0.998958
2024-02-08,USD,1.264649
2024-02-08,EUR,1.177682
2024-02-08,SGD,1.685313
2024-02-08,AED,4.614357
2024-02-08,CAD,1.736
2024-02-09,GBP,1.00226
2024-02-09,USD,1.276535
2024-02-09,EUR,1.164894
2024-02-09,SGD,1.701865
2024-02-09,AED,4.644038
2024-02-09,CAD,1.717872
2024-02-10,GBP,0.999721
2024-02-10,USD,1.280532
2024-02-10,EUR,1.172916
2024-02-10,SGD,1.70062
2024-02-10,AED,4.640174
2024-02-10,CAD,1.734621
2024-02-11,GBP,0.998437
2024-02-11,USD,1.270171
2024-02-11,EUR,1.157278
2024-02-11,SGD,1.696666
2024-02-11,AED,4.655801
2024-02-11,CAD,1.72988
2024-02-12,GBP,0.998821
2024-02-12,USD,1.270623
2024-02-12,EUR,1.159536
2024-02-12,SGD,1.699598
2024-02-12,AED,4.666767
2024-02-12,CAD,1.720251
2024-02-13,GBP,0.993677
2024-02-13,USD,1.26592
2024-02-13,EUR,1.169263
2024-02-13,SGD,1.68908
2024-02-13,AED,4.700051
2024-02-13,CAD,1.727571
2024-02-14,GBP,0.991227
2024-02-14,USD,1.267746
2024-02-14,EUR,1.171426
2024-02-14,SGD,1.697004
2024-02-14,AED,4.688259
2024-02-14,CAD,1.724445
2024-02-15,GBP,1.00834
2024-02-15,USD,1.26953
2024-02-15,EUR,1.170667
2024-02-15,SGD,1.691026
2024-02-15,AED,4.655711
2024-02-15,CAD,1.739342
2024-02-16,GBP,1.005993
2024-02-16,USD,1.262902
2024-02-16,EUR,1.168666
2024-02-16,SGD,1.697317
2024-02-16,AED,4.647287
2024-02-16,CAD,1.723686
2024-02-17,GBP,0.992436
2024-02-17,USD,1.26831
2024-02-17,EUR,1.172658
2024-02-17,SGD,1.69182
2024-02-17,AED,4.690192
2024-02-17,CAD,1.731522
2024-02-18,GBP,1.009377
2024-02-18,USD,1.270476
2024-02-18,EUR,1.17415
2024-02-18,SGD,1.700718
2024-02-18,AED,4.643822
2024-02-18,CAD,1.732959
2024-02-19,GBP,1.00127
2024-02-19,USD,1.279377
2024-02-19,EUR,1.167003
2024-02-19,SGD,1.708335
2024-02-19,AED,4.639754
2024-02-19,CAD,1.717218
2024-02-20,GBP,0.995823
2024-02-20,USD,1.267321
2024-02-20,EUR,1.178586
2024-02-20,SGD,1.688331
2024-02-20,AED,4.68305
2024-02-20,CAD,1.742193
2024-02-21,GBP,1.000861
2024-02-21,USD,1.273868
2024-02-21,EUR,1.177833
2024-02-21,SGD,1.701892
2024-02-21,AED,4.682709
2024-02-21,CAD,1.717544
2024-02-22,GBP,0.987955
2024-02-22,USD,1.266065
2024-02-22,EUR,1.167618
2024-02-22,SGD,1.70654
2024-02-22,AED,4.661988
2024-02-22,CAD,1.735874
2024-02-23,GBP,0.998285
2024-02-23,USD,1.276307
2024-02-23,EUR,1.168187
2024-02-23,SGD,1.719773
2024-02-23,AED,4.664463
2024-02-23,CAD,1.737934
2024-02-24,GBP,1.006961
2024-02-24,USD,1.280326
2024-02-24,EUR,1.159699
2024-02-24,SGD,1.705965
2024-02-24,AED,4.642137
2024-02-24,CAD,1.736622
2024-02-25,GBP,0.999688
2024-02-25,USD,1.259586
2024-02-25,EUR,1.165348
2024-02-25,SGD,1.706314
2024-02-25,AED,4.647258
2024-02-25,CAD,1.733474
2024-02-26,GBP,0.99329
2024-02-26,USD,1.277952
2024-02-26,EUR,1.173029
2024-02-26,SGD,1.702905
2024-02-26,AED,4.691997
2024-02-26,CAD,1.722801
2024-02-27,GBP,1.006065
2024-02-27,USD,1.27739
2024-02-27,EUR,1.174932
2024-02-27,SGD,1.70676
2024-02-27,AED,4.629336
2024-02-27,CAD,1.721187
2024-02-28,GBP,0.998672
2024-02-28,USD,1.273774
2024-02-28,EUR,1.180447
2024-02-28,SGD,1.69858
2024-02-28,AED,4.648609
2024-02-28,CAD,1.735121
2024-02-29,GBP,1.004213
2024-02-29,USD,1.27454
2024-02-29,EUR,1.180541
2024-02-29,SGD,1.700699
2024-02-29,AED,4.622737
2024-02-29,CAD,1.74001
2024-03-01,GBP,0.992621
2024-03-01,USD,1.282131
2024-03-01,EUR,1.17323
2024-03-01,SGD,1.692237
2024-03-01,AED,4.671363
2024-03-01,CAD,1.724023
2024-03-02,GBP,1.0021
2024-03-02,USD,1.269995
2024-03-02,EUR,1.166396
2024-03-02,SGD,1.693372
2024-03-02,AED,4.60364
2024-03-02,CAD,1.733806
2024-03-03,GBP,0.998883
2024-03-03,USD,1.279058
2024-03-03,EUR,1.168568
2024-03-03,SGD,1.704194
2024-03-03,AED,4.660189
2024-03-03,CAD,1.741154
2024-03-04,GBP,1.002019
2024-03-04,USD,1.272661
2024-03-04,EUR,1.166645
2024-03-04,SGD,1.686441
2024-03-04,AED,4.698896
2024-03-04,CAD,1.735842
2024-03-05,GBP,1.00491
2024-03-05,USD,1.263047
2024-03-05,EUR,1.165807
2024-03-05,SGD,1.70635
2024-03-05,AED,4.667871
2024-03-05,CAD,1.734448
2024-03-06,GBP,1.011939
2024-03-06,USD,1.263584
2024-03-06,EUR,1.169462
2024-03-06,SGD,1.684521
2024-03-06,AED,4.679952
2024-03-06,CAD,1.746164
2024-03-07,GBP,1.002301
2024-03-07,USD,1.272398
2024-03-07,EUR,1.165
2024-03-07,SGD,1.700112
2024-03-07,AED,4.624
2024-03-07,CAD,1.716582
2024-03-08,GBP,0.999581
2024-03-08,USD,1.275563
2024-03-08,EUR,1.17109
2024-03-08,SGD,1.692536
2024-03-08,AED,4.664709
2024-03-08,CAD,1.728532
2024-03-09,GBP,1.007676
2024-03-09,USD,1.25988
2024-03-09,EUR,1.17545
2024-03-09,SGD,1.702382
2024-03-09,AED,4.636837
2024-03-09,CAD,1.723875
2024-03-10,GBP,1.000473
2024-03-10,USD,1.270923
2024-03-10,EUR,1.172054
2024-03-10,SGD,1.69775
2024-03-10,AED,4.671347
2024-03-10,CAD,1.729687
2024-03-11,GBP,0.985855
2024-03-11,USD,1.272766
2024-03-11,EUR,1.174489
2024-03-11,SGD,1.691715
2024-03-11,AED,4.681041
2024-03-11,CAD,1.738794
2024-03-12,GBP,0.997182
2024-03-12,USD,1.265843
2024-03-12,EUR,1.157598
2024-03-12,SGD,1.703498
2024-03-12,AED,4.683593
2024-03-12,CAD,1.739118
2024-03-13,GBP,0.995421
2024-03-13,USD,1.276548
2024-03-13,EUR,1.168599
2024-03-13,SGD,1.690527
2024-03-13,AED,4.659633
2024-03-13,CAD,1.713093
2024-03-14,GBP,1.001165
2024-03-14,USD,1.274216
2024-03-14,EUR,1.179577
2024-03-14,SGD,1.714782
2024-03-14,AED,4.661477
2024-03-14,CAD,1.73354
2024-03-15,GBP,1.00421
2024-03-15,USD,1.273623
2024-03-15,EUR,1.172091
2024-03-15,SGD,1.697386
2024-03-15,AED,4.662216
2024-03-15,CAD,1.735465
2024-03-16,GBP,0.997594
2024-03-16,USD,1.265226
2024-03-16,EUR,1.178575
2024-03-16,SGD,1.697943
2024-03-16,AED,4.629668
2024-03-16,CAD,1.728583
2024-03-17,GBP,1.006285
2024-03-17,USD,1.262835
2024-03-17,EUR,1.174145
2024-03-17,SGD,1.706553
2024-03-17,AED,4.643765
2024-03-17,CAD,1.720343
2024-03-18,GBP,1.00121
2024-03-18,USD,1.269331
2024-03-18,EUR,1.174792
2024-03-18,SGD,1.695333
2024-03-18,AED,4.674775
2024-03-18,CAD,1.731707
2024-03-19,GBP,1.001148
2024-03-19,USD,1.273212
2024-03-19,EUR,1.180173
2024-03-19,SGD,1.703218
2024-03-19,AED,4.670811
2024-03-19,CAD,1.736493
2024-03-20,GBP,0.994829
2024-03-20,USD,1.266804
2024-03-20,EUR,1.165418
2024-03-20,SGD,1.709942
2024-03-20,AED,4.672492
2024-03-20,CAD,1.719641
2024-03-21,GBP,0.996679
2024-03-21,USD,1.271309
2024-03-21,EUR,1.164683
2024-03-21,SGD,1.692625
2024-03-21,AED,4.673923
